Brand,Product Name,Price,Rating,Number of Ratings,Link,Product Type,Product ID
Joico,Defy Damage KBOND20 Power Masque,$39.00 ,4.7,347,https://www.ulta.com/p/defy-damage-kbond20-power-masque-pimprod2042027?sku=2618123,Hair Mask,U415
Bondi Boost,Miracle Weekly Hair Mask with Salon-Level Deep Conditioning,$28.00 ,4.7,4249,https://www.ulta.com/p/miracle-weekly-hair-mask-with-salon-level-deep-conditioning-pimprod2014469?sku=2564042,Hair Mask,U416
Pureology,Color Fanatic Multi-Tasking Deep-Conditioning Mask,$44.00 ,4.6,442,https://www.ulta.com/p/color-fanatic-multi-tasking-deep-conditioning-mask-xlsImpprod12871067?sku=2565530,Hair Mask,U417
OUAI,Thick Hair Treatment Masque,$38.00 ,4.5,445,https://www.ulta.com/p/thick-hair-treatment-masque-pimprod2023436?sku=2578799,Hair Mask,U418
Joico,Defy Damage Protective Masque for Bond Strengthening and Color Longevity,$28.00 ,4.8,132,https://www.ulta.com/p/defy-damage-protective-masque-bond-strengthening-color-longevity-pimprod2004179?sku=2543141,Hair Mask,U419
Innersense Organic Beauty,Hydrating Hair Mask,$30.00 ,4.5,327,https://www.ulta.com/p/hydrating-hair-mask-pimprod2032273?sku=2594262,Hair Mask,U420
Pureology,Strength Cure Superfood Hair Mask,$44.00 ,4.6,1435,https://www.ulta.com/p/strength-cure-superfood-hair-mask-xlsImpprod16721075?sku=2565134,Hair Mask,U421
Matrix,A Curl Can Dream Rich Mask,$23.00 - $40.00 ,4.7,315,https://www.ulta.com/p/a-curl-can-dream-rich-mask-pimprod2026751?sku=2586592,Hair Mask,U422
Biolage,Strength Recovery Deep Treatment Mask for Damaged Hair,$17.00 ,4.6,765,https://www.ulta.com/p/strength-recovery-deep-treatment-mask-damaged-hair-pimprod2034331?sku=2598747,Hair Mask,U423
Biolage,Hydra Source Aloe Mask,$29.00 ,4.6,321,https://www.ulta.com/p/hydra-source-aloe-mask-xlsImpprod6490124?sku=2227728,Hair Mask,U424
Briogeo,Curl Charisma Rice Amino + Avocado Hydrating & Defining Hair Mask for Curly Hair,$39.00 ,4.7,182,https://www.ulta.com/p/curl-charisma-rice-amino-avocado-hydrating-defining-hair-mask-curly-hair-pimprod2025758?sku=2584074,Hair Mask,U425
Biolage,Ultra Hydra Source Deep Treatment Mask,$30.00 ,4.6,770,https://www.ulta.com/p/ultra-hydra-source-deep-treatment-mask-pimprod2032152?sku=2594909,Hair Mask,U426
KRISTIN ESS HAIR,Strand Strengthening Reconstructive Moisture Mask for Dry Damaged Hair,$15.00 ,4.5,197,https://www.ulta.com/p/strand-strengthening-reconstructive-moisture-mask-dry-damaged-hair-pimprod2023595?sku=2579381,Hair Mask,U427
Briogeo,Scalp Revival Charcoal + Tea Tree Cooling Hydration Mask,$34.00 ,4.7,162,https://www.ulta.com/p/scalp-revival-charcoal-tea-tree-cooling-hydration-mask-pimprod2029875?sku=2590812,Hair Mask,U428
NatureLab. Tokyo,Perfect Repair Treatment Masque,$19.00 ,4.7,806,https://www.ulta.com/p/perfect-repair-treatment-masque-pimprod2013671?sku=2564025,Hair Mask,U429
Redken,Frizz Dismiss Hair Mask,$32.00 ,4.6,211,https://www.ulta.com/p/frizz-dismiss-hair-mask-pimprod2004647?sku=2580466,Hair Mask,U430
Living Proof,Restore Repair Mask for Conditioning Hair,$45.00 ,4.8,302,https://www.ulta.com/p/restore-repair-mask-conditioning-hair-pimprod2037268?sku=2604516,Hair Mask,U431
Kenra Professional,Nourishing Masque,$27.00 ,4.6,223,https://www.ulta.com/p/nourishing-masque-xlsImpprod6370203?sku=2137690,Hair Mask,U432
Virtue,Flourish Thickening & Hydrating Mask for Thinning Hair,$70.00 ,4.8,126,https://www.ulta.com/p/flourish-thickening-hydrating-mask-thinning-hair-pimprod2034288?sku=2601481,Hair Mask,U433
FEKKAI,Super Strength+ Mask,$39.50 ,4.8,182,https://www.ulta.com/p/super-strength-mask-pimprod2034429?sku=2600784,Hair Mask,U434
Sebastian,Dark Oil Lightweight Mask,$21.00 ,4.8,161,https://www.ulta.com/p/dark-oil-lightweight-mask-pimprod2008149?sku=2550681,Hair Mask,U435
SheaMoisture,Amla Oil Bond Repair Masque,$15.99 ,4.7,796,https://www.ulta.com/p/amla-oil-bond-repair-masque-pimprod2044653?sku=2620664,Hair Mask,U436
Biolage,Color Last Deep Treatment Pack Multi Use Hair Mask,$17.00 ,4.6,274,https://www.ulta.com/p/color-last-deep-treatment-pack-multi-use-hair-mask-pimprod2005004?sku=2543965,Hair Mask,U437
Coco & Eve,Sweet Repair Repairing & Restoring Hair Mask,$36.00 ,4.7,165,https://www.ulta.com/p/sweet-repair-repairing-restoring-hair-mask-pimprod2033707?sku=2601029,Hair Mask,U438
Bumble and bumble,Hairdresser's Invisible Oil Hydrating Hair Mask,$47.00 ,4.5,174,https://www.ulta.com/p/hairdressers-invisible-oil-hydrating-hair-mask-pimprod2018216?sku=2568609,Hair Mask,U439
Verb,Purple Hair Mask,$20.00 ,4.5,636,https://www.ulta.com/p/purple-hair-mask-pimprod2024770?sku=2580730,Hair Mask,U440
PATTERN,Treatment Hair Mask,$28.00 ,4.5,647,https://www.ulta.com/p/treatment-hair-mask-pimprod2022651?sku=2579063,Hair Mask,U441
Not Your Mother's,Curl Talk Bond Building Mask,$8.99 ,4.5,441,https://www.ulta.com/p/curl-talk-bond-building-mask-pimprod2036421?sku=2602795,Hair Mask,U442
L'ange,Rehab Hydrating Masque,$40.00 ,4.9,2175,https://www.ulta.com/p/rehab-hydrating-masque-pimprod2018479?sku=2569131,Hair Mask,U443
Nioxin,Anti-Breakage Strengthening Mask,$26.00 - $52.00 ,4.6,339,https://www.ulta.com/p/anti-breakage-strengthening-mask-pimprod2044567?sku=2623049,Hair Mask,U444
Verb,Ghost Mask,$20.00 ,4.7,504,https://www.ulta.com/p/ghost-mask-pimprod2024746?sku=2580718,Hair Mask,U445
SheaMoisture,Jamaican Black Castor Oil Strengthen & Restore Masque,$14.49 ,4.6,1431,https://www.ulta.com/p/jamaican-black-castor-oil-strengthen-restore-masque-xlsImpprod11361009?sku=2281364,Hair Mask,U446
SheaMoisture,Manuka Honey & Mafura Oil Intensive Hydration Hair Masque,$14.99 ,4.6,1101,https://www.ulta.com/p/manuka-honey-mafura-oil-intensive-hydration-hair-masque-xlsImpprod12812803?sku=2290595,Hair Mask,U447
Redken,Travel Size Acidic Bonding Concentrate 5 Minute Liquid Mask,$13.00 ,4.6,681,https://www.ulta.com/p/travel-size-acidic-bonding-concentrate-5-minute-liquid-mask-pimprod2040618?sku=2614036,Hair Mask,U448
Curlsmith,Hydro Creme Soothing Mask,$29.00 ,4.7,555,https://www.ulta.com/p/hydro-creme-soothing-mask-pimprod2010522?sku=2553412,Hair Mask,U449
L'ange,Violet Purple Toning Masque,$40.00 ,4.9,1887,https://www.ulta.com/p/violet-purple-toning-masque-pimprod2020736?sku=2576515,Hair Mask,U450
Carol's Daughter,Monoi Repairing Hair Mask,$65.00 ,4.7,401,https://www.ulta.com/p/monoi-repairing-hair-mask-xlsImpprod4210183?sku=2292344,Hair Mask,U451
Maui Moisture,Heal & Hydrate + Shea Butter Hair Mask,$10.80 ,4.5,5030,https://www.ulta.com/p/heal-hydrate-shea-butter-hair-mask-xlsImpprod14071296?sku=2302469,Hair Mask,U452
Alterna,Restructuring Bond Repair Masque,$50.00 ,4.8,142,https://www.ulta.com/p/restructuring-bond-repair-masque-pimprod2027109?sku=2586407,Hair Mask,U453
Wella,Invigo Brilliance Mask For Normal Hair,$19.01 - $33.40 ,4.5,1024,https://www.ulta.com/p/invigo-brilliance-mask-normal-hair-pimprod2003699?sku=2541269,Hair Mask,U454
Better Not Younger,Hair Redemption Restorative Butter Masque,$36.00 ,4.7,585,https://www.ulta.com/p/hair-redemption-restorative-butter-masque-pimprod2026777?sku=2585502,Hair Mask,U455
Odele,Moisture Mask,$11.99 ,4.5,282,https://www.ulta.com/p/moisture-mask-pimprod2043115?sku=2617814,Hair Mask,U456
Verb,Hydrating Hair Mask,$20.00 ,4.7,341,https://www.ulta.com/p/hydrating-hair-mask-pimprod2024768?sku=2580723,Hair Mask,U457
Better Not Younger,Silver Lining Purple Butter Masque,$36.00 ,4.7,528,https://www.ulta.com/p/silver-lining-purple-butter-masque-pimprod2026782?sku=2585506,Hair Mask,U458
Verb,Bonding Mask,$20.00 ,4.7,208,https://www.ulta.com/p/bonding-mask-pimprod2041230?sku=2614245,Hair Mask,U459
CURLS,Blueberry Bliss Reparative Hair Mask,$15.99 ,4.7,164,https://www.ulta.com/p/blueberry-bliss-reparative-hair-mask-pimprod2025608?sku=2583867,Hair Mask,U460
FEKKAI,Blonde Rx Anti-Brass Repair Mask,$39.50 ,4.8,161,https://www.ulta.com/p/blonde-rx-anti-brass-repair-mask-pimprod2034421?sku=2600777,Hair Mask,U461
Wella,Nutricurls Mask,$25.00 - $54.30 ,4.7,125,https://www.ulta.com/p/nutricurls-mask-pimprod2008400?sku=2582271,Hair Mask,U462
Coco & Eve,Travel Size Like A Virgin Super Nourishing Coconut & Fig Hair Masque,$17.00 ,4.8,1042,https://www.ulta.com/p/travel-size-like-a-virgin-super-nourishing-coconut-fig-hair-masque-pimprod2014224?sku=2554610,Hair Mask,U463
Bondi Boost,Blonde Baby Color Depositing Purple Mask,$28.00 ,4.8,120,https://www.ulta.com/p/blonde-baby-color-depositing-purple-mask-pimprod2028824?sku=2586996,Hair Mask,U464
Wella,Invigo Brilliance Mask For Coarse Hair,$19.01 ,4.8,169,https://www.ulta.com/p/invigo-brilliance-mask-coarse-hair-pimprod2003701?sku=2541274,Hair Mask,U465
SheaMoisture,Coconut & Hibiscus Hair Masque,$14.49 ,4.6,135,https://www.ulta.com/p/coconut-hibiscus-hair-masque-pimprod2005439?sku=2543648,Hair Mask,U466
Wella,ColorMotion+ Structure+ Mask,$25.00 ,4.7,206,https://www.ulta.com/p/colormotion-structure-mask-pimprod2035258?sku=2600519,Hair Mask,U467
Batiste,Overnight Leave-In Hair Mask,$12.99 ,4.6,150,https://www.ulta.com/p/overnight-leave-in-hair-mask-pimprod2036888?sku=2602677,Hair Mask,U468
Ouidad,Curl Tone Anti-Brass Conditioning Mask,$32.00 ,4.5,106,https://www.ulta.com/p/curl-tone-anti-brass-conditioning-mask-pimprod2034151?sku=2599189,Hair Mask,U469
Pravana,Intense Therapy Repairing Masque,$21.99 ,4.5,870,https://www.ulta.com/p/intense-therapy-repairing-masque-pimprod2019443?sku=2570451,Hair Mask,U470
Kenra Professional,Platinum Rapid Hydration Mask Rich,$30.00 ,4.7,174,https://www.ulta.com/p/platinum-rapid-hydration-mask-rich-pimprod2033812?sku=2600760,Hair Mask,U471
Bumble and bumble,Travel Size Hairdresser's Invisible Oil Hydrating Hair Mask,$16.00 ,4.5,174,https://www.ulta.com/p/travel-size-hairdressers-invisible-oil-hydrating-hair-mask-pimprod2018217?sku=2568606,Hair Mask,U472
Kenra Professional,Platinum Rapid Hydration Mask Light,$30.00 ,4.7,174,https://www.ulta.com/p/platinum-rapid-hydration-mask-light-pimprod2033811?sku=2600759,Hair Mask,U473
florence by mills,Mane Character Vibes Hydrating Hair Mask,$20.00 ,4.8,306,https://www.ulta.com/p/mane-character-vibes-hydrating-hair-mask-pimprod2028502?sku=2585747,Hair Mask,U474
tgin,Honey Miracle Hair Mask Deep Conditioner,$18.99 - $32.99 ,4.5,165,https://www.ulta.com/p/honey-miracle-hair-mask-deep-conditioner-pimprod2005394?sku=2544778,Hair Mask,U475
OUAI,Anti-Frizz Crème,$28.00 ,4.7,1803,https://www.ulta.com/p/anti-frizz-creme-pimprod2043906?sku=2621586,Cream,U476
Rizos Curls,Curl Defining Cream,$21.99 ,4.5,317,https://www.ulta.com/p/curl-defining-cream-pimprod2025447?sku=2583401,Cream,U477
Curlsmith,Double Cream Deep Quencher,$29.00 ,4.7,1082,https://www.ulta.com/p/double-cream-deep-quencher-pimprod2010526?sku=2553408,Cream,U478
AG Care,Re:Coil Curl Activator,$26.00 - $68.00 ,4.7,230,https://www.ulta.com/p/recoil-curl-activator-pimprod2037269?sku=2608525,Cream,U479
PATTERN,Styling Cream,$28.00 - $49.00 ,4.6,1781,https://www.ulta.com/p/styling-cream-pimprod2016912?sku=2565542,Cream,U480
Living Proof,No Frizz Smooth Styling Cream For Medium Hair,$18.00 - $42.00 ,4.8,299,https://www.ulta.com/p/no-frizz-smooth-styling-cream-medium-hair-pimprod2036953?sku=2604510,Cream,U481
OUAI,Travel Size Anti-Frizz Crème,$14.00 ,4.7,1803,https://www.ulta.com/p/travel-size-anti-frizz-creme-pimprod2043905?sku=2621587,Cream,U482
Pacifica,Pineapple Curls Curl Defining Cream for Curly Hair,$5.00 - $12.00 ,4.5,285,https://www.ulta.com/p/pineapple-curls-curl-defining-cream-curly-hair-pimprod2002207?sku=2540558,Cream,U483
Curlsmith,Feather-Light Protein Cream,$28.00 ,4.6,662,https://www.ulta.com/p/feather-light-protein-cream-pimprod2021328?sku=2570253,Cream,U484
Redken,Hydrating Curl Cream,$32.00 ,4.5,286,https://www.ulta.com/p/hydrating-curl-cream-pimprod2044865?sku=2622382,Cream,U485
Kenra Professional,Silkening Heat Crème,$25.00 ,4.7,144,https://www.ulta.com/p/silkening-heat-creme-pimprod2009033?sku=2550547,Cream,U486
Living Proof,Full Thickening Blow-Dry Cream,$32.00 ,4.6,105,https://www.ulta.com/p/full-thickening-blow-dry-cream-pimprod2039728?sku=2609976,Cream,U487
Bumble and bumble,Curl Defining Hair Styling Cream,$35.00 ,4.6,400,https://www.ulta.com/p/curl-defining-hair-styling-cream-pimprod2018235?sku=2565572,Cream,U488
Curlsmith,Curl Conditioning Oil-In-Cream,$27.00 - $40.00 ,4.6,1843,https://www.ulta.com/p/curl-conditioning-oil-in-cream-xlsImpprod17391101?sku=2524535,Cream,U489
Matrix,A Curl Can Dream Moisturizing Cream,$25.00 ,4.6,833,https://www.ulta.com/p/a-curl-can-dream-moisturizing-cream-pimprod2026754?sku=2586593,Cream,U490
Bed Head,After Party Super Smoothing Cream,$26.00 ,4.5,314,https://www.ulta.com/p/after-party-super-smoothing-cream-pimprod2022462?sku=2576162,Cream,U491
Paul Mitchell,Awapuhi Wild Ginger HydroCream Whip Mousse,$30.00 ,4.6,219,https://www.ulta.com/p/awapuhi-wild-ginger-hydrocream-whip-mousse-pimprod2041595?sku=2614265,Cream,U492
Bumble and bumble,Curl Light Defining Styling Cream,$16.00 - $35.00 ,4.7,245,https://www.ulta.com/p/curl-light-defining-styling-cream-pimprod2028145?sku=2587675,Cream,U493
Bumble and bumble,Seaweed Air Dry Cream,$35.00 ,4.7,175,https://www.ulta.com/p/seaweed-air-dry-cream-pimprod2039336?sku=2610213,Cream,U494
Bumble and bumble,Bond-Building Repair Hair Styling Cream,$37.00 ,4.6,281,https://www.ulta.com/p/bond-building-repair-hair-styling-cream-pimprod2021537?sku=2574730,Cream,U495
IGK,Class of '93 Curl Perfecting Whipped Cream,$32.00 ,4.5,519,https://www.ulta.com/p/class-of-93-curl-perfecting-whipped-cream-pimprod2033474?sku=2599029,Cream,U496
Melanin Haircare,Twist-Elongating Style Cream,$20.00 ,4.7,1557,https://www.ulta.com/p/twist-elongating-style-cream-pimprod2044873?sku=2620736,Cream,U497
DevaCurl,CURLHEIGHTS Volume + Body Boost Cream,$34.00 ,4.8,109,https://www.ulta.com/p/curlheights-volume-body-boost-cream-pimprod2042759?sku=2620072,Cream,U498
Bed Head,Small Talk Hair Thickening Cream,$12.00 - $23.50 ,4.5,125,https://www.ulta.com/p/small-talk-hair-thickening-cream-pimprod2022520?sku=2576171,Cream,U499
Eva Nyc,Gotta Bounce - Curl Defining Cream,$16.00 ,4.6,307,https://www.ulta.com/p/gotta-bounce-curl-defining-cream-pimprod2030468?sku=2591965,Cream,U500
Bed Head,Mini After Party Super Smoothing Cream,$12.00 ,4.5,314,https://www.ulta.com/p/mini-after-party-super-smoothing-cream-pimprod2022463?sku=2576163,Cream,U501
Sexy Hair,Style Sexy Hair Curling Crème Curl Moisturizing Control Crème,$20.95 ,4.6,103,https://www.ulta.com/p/style-sexy-hair-curling-creme-curl-moisturizing-control-creme-xlsImpprod16541065?sku=2569612,Cream,U502
Bumble and bumble,Travel Size Seaweed Air Dry Cream,$16.00 ,4.7,175,https://www.ulta.com/p/travel-size-seaweed-air-dry-cream-pimprod2039335?sku=2610214,Cream,U503
Bumble and bumble,Travel Size Curl Defining Hair Styling Cream,$16.00 ,4.6,400,https://www.ulta.com/p/travel-size-curl-defining-hair-styling-cream-pimprod2018247?sku=2565571,Cream,U504
Curlsmith,Travel Size Curl Conditioning Oil-In-Cream,$12.50 ,4.6,1843,https://www.ulta.com/p/travel-size-curl-conditioning-oil-in-cream-pimprod2024562?sku=2579832,Cream,U505
Hot Tools,Pro Artist Heat Bonding Styler Recovery Styling Cream,$25.00 ,4.6,101,https://www.ulta.com/p/pro-artist-heat-bonding-styler-recovery-styling-cream-pimprod2039047?sku=2609407,Cream,U506
PATTERN,Travel Size Styling Cream,$12.00 ,4.6,1781,https://www.ulta.com/p/travel-size-styling-cream-pimprod2016911?sku=2565539,Cream,U507
BREAD BEAUTY SUPPLY,Hair-Cream Leave-In Curl Cream Mini,$16.00 ,4.5,269,https://www.ulta.com/p/hair-cream-leave-in-curl-cream-mini-pimprod2035018?sku=2603160,Cream,U508
Sexy Hair,Healthy Sexy Hair Blowout Crème,$22.95 ,4.6,110,https://www.ulta.com/p/healthy-sexy-hair-blowout-creme-pimprod2042449?sku=2617784,Cream,U509
Blind Barber,30 Proof Light Hold Styling Cream,$18.99 ,4.9,170,https://www.ulta.com/p/30-proof-light-hold-styling-cream-pimprod2019143?sku=2570521,Cream,U510
Biolage,Hydra Source Daily Leave-In Cream,$26.00 ,4.5,220,https://www.ulta.com/p/hydra-source-daily-leave-in-cream-xlsImpprod6490118?sku=2119061,Cream,U511
Carol's Daughter,Goddess Strength Divine Strength Leave-In Cream,$12.99 ,4.6,580,https://www.ulta.com/p/goddess-strength-divine-strength-leave-in-cream-pimprod2019974?sku=2572930,Cream,U512
Carol's Daughter,Born To Repair Defining Leave-In Cream With Shea Butter,$13.99 ,4.5,563,https://www.ulta.com/p/born-repair-defining-leave-in-cream-with-shea-butter-pimprod2038832?sku=2609868,Cream,U513
Curlsmith,Weightless Air Dry Cream,$27.00 - $40.00 ,4.6,2426,https://www.ulta.com/p/weightless-air-dry-cream-pimprod2015566?sku=2562709,Cream,U514
DONNA'S RECIPE,Sweet Potato Pie Extra Creamy Hair Cream,$15.00 ,4.6,117,https://www.ulta.com/p/sweet-potato-pie-extra-creamy-hair-cream-pimprod2036619?sku=2605313,Cream,U515
Keratin Complex,Infusion Keratin Replenisher Blow-Dry Cream,$32.00 - $44.00 ,4.5,116,https://www.ulta.com/p/infusion-keratin-replenisher-blow-dry-cream-xlsImpprod10111266?sku=2500626,Cream,U516
Curlsmith,Travel Size Weightless Air Dry Cream,$12.50 ,4.6,2426,https://www.ulta.com/p/travel-size-weightless-air-dry-cream-pimprod2024560?sku=2579831,Cream,U517
Biolage,Bond Therapy Smoothing Leave-In Cream,$28.00 ,4.6,886,https://www.ulta.com/p/bond-therapy-smoothing-leave-in-cream-pimprod2041083?sku=2614382,Cream,U518
Biolage,Smooth Proof Leave-In Cream,$26.00 ,4.5,833,https://www.ulta.com/p/smooth-proof-leave-in-cream-xlsImpprod6490142?sku=2215566,Cream,U519
Carol's Daughter,Goddess Strength True Stretch Defining Cream With Castor Oil,$13.99 ,4.7,152,https://www.ulta.com/p/goddess-strength-true-stretch-defining-cream-with-castor-oil-pimprod2038412?sku=2610164,Cream,U520
It's A 10,Miracle Leave-In Potion Plus Keratin,$23.00 ,4.7,150,https://www.ulta.com/p/miracle-leave-in-potion-plus-keratin-xlsImpprod6481228?sku=2250818,Cream,U521
OLAPLEX,No.6 Bond Smoother,$30.00 ,4.5,3911,https://www.ulta.com/p/no6-bond-smoother-pimprod2030408?sku=2592990,Cream,U522
LolaVie,Lightweight Hair Oil,$32.00 ,4.6,219,https://www.ulta.com/p/lightweight-hair-oil-pimprod2039073?sku=2611085,Oil,U523
Living Proof,No Frizz Vanishing Smooth Hair Oil,$33.00 ,4.8,503,https://www.ulta.com/p/no-frizz-vanishing-smooth-hair-oil-pimprod2034857?sku=2600265,Oil,U524
Sebastian,Dark Oil,$48.00 ,4.7,124,https://www.ulta.com/p/dark-oil-xlsImpprod14391053?sku=2305849,Oil,U525
UNITE Hair,U Oil Argan,$49.50 ,4.9,171,https://www.ulta.com/p/u-oil-argan-pimprod2043559?sku=2622930,Oil,U526
OGX,Renewing Argan Oil Of Morocco Weightless Healing Dry Oil,$10.69 ,4.6,7166,https://www.ulta.com/p/renewing-argan-oil-of-morocco-weightless-healing-dry-oil-xlsImpprod3560033?sku=2234680,Oil,U527
BREAD BEAUTY SUPPLY,Hair-Oil Everyday Gloss,$24.00 ,4.5,269,https://www.ulta.com/p/hair-oil-everyday-gloss-pimprod2035014?sku=2603154,Oil,U528
OGX,Renewing + Argan Oil of Morocco Penetrating Oil,$10.69 ,4.6,7166,https://www.ulta.com/p/renewing-argan-oil-of-morocco-penetrating-oil-xlsImpprod2690029?sku=2223652,Oil,U529
OGX,Nourishing + Coconut Oil Weightless Hydrating Oil Mist,$10.69 ,4.6,1075,https://www.ulta.com/p/nourishing-coconut-oil-weightless-hydrating-oil-mist-xlsImpprod4650001?sku=2249696,Oil,U530
OGX,Renewing + Argan Oil of Morocco Extra Penetrating Oil,$10.69 ,4.6,7166,https://www.ulta.com/p/renewing-argan-oil-of-morocco-extra-penetrating-oil-xlsImpprod3560027?sku=2234677,Oil,U531
L'ange,Miracle Lightweight Conditioning Shine Spray,$20.00 ,4.9,1443,https://www.ulta.com/p/miracle-lightweight-conditioning-shine-spray-pimprod2016829?sku=2567594,Oil,U532
Mielle,Rosemary Mint Scalp & Hair Strengthening Oil,$10.99 ,4.8,5784,https://www.ulta.com/p/rosemary-mint-scalp-hair-strengthening-oil-pimprod2033947?sku=2601408,Oil,U533
Verb,Ghost Weightless Hair Oil,$20.00 - $34.00 ,4.8,1147,https://www.ulta.com/p/ghost-weightless-hair-oil-pimprod2024715?sku=2580711,Oil,U534
OUAI,Hair Oil,$30.00 ,4.6,1812,https://www.ulta.com/p/hair-oil-pimprod2012515?sku=2559059,Oil,U535
Bumble and bumble,Hairdresser's Invisible Oil Frizz Reducing Hair Oil,$47.00 ,4.7,528,https://www.ulta.com/p/hairdressers-invisible-oil-frizz-reducing-hair-oil-xlsImpprod16451024?sku=2516143,Oil,U536
Sol de Janeiro,Brazilian Glossy Nourishing Anti-Frizz Hair Oil,$34.00 ,4.6,1110,https://www.ulta.com/p/brazilian-glossy-nourishing-anti-frizz-hair-oil-pimprod2043019?sku=2618343,Oil,U537
L'anza,Keratin Healing Oil Hair Treatment,$38.00 - $52.00 ,4.7,213,https://www.ulta.com/p/keratin-healing-oil-hair-treatment-xlsImpprod10112070?sku=2264607,Oil,U538
OUAI,Travel Size Hair Oil,$16.00 ,4.6,1812,https://www.ulta.com/p/travel-size-hair-oil-pimprod2016182?sku=2566002,Oil,U539
Briogeo,Scalp Revival Rosemary Pre-wash Oil,$32.00 ,4.8,104,https://www.ulta.com/p/scalp-revival-rosemary-pre-wash-oil-pimprod2044016?sku=2621098,Oil,U540
Redken,All Soft Argan-6 Oil,$36.00 ,4.5,127,https://www.ulta.com/p/all-soft-argan-6-oil-xlsImpprod15511083?sku=2580461,Oil,U541
Virtue,Hydrating & Heat Protectant Healing Hair Oil,$26.00 - $45.00 ,4.8,982,https://www.ulta.com/p/hydrating-heat-protectant-healing-hair-oil-pimprod2021476?sku=2577873,Oil,U542
The Ordinary,100% Cold Pressed Virgin Marula Oil,$11.40 ,4.6,266,https://www.ulta.com/p/100-cold-pressed-virgin-marula-oil-pimprod2007099?sku=2551160,Oil,U543
DERMA E,Tea Tree Oil Scalp Relief Treatment,$16.00 ,4.7,376,https://www.ulta.com/p/tea-tree-oil-scalp-relief-treatment-pimprod2023250?sku=2576555,Oil,U544
SheaMoisture,Amla Oil Bonding Oil,$15.99 ,4.7,807,https://www.ulta.com/p/amla-oil-bonding-oil-pimprod2044498?sku=2620665,Oil,U545
Melanin Haircare,Multi-Use Pure Oil Blend,$22.00 ,4.8,1778,https://www.ulta.com/p/multi-use-pure-oil-blend-pimprod2044875?sku=2620735,Oil,U546
Odele,Hair Oil,$11.99 ,4.5,213,https://www.ulta.com/p/hair-oil-pimprod2043114?sku=2617804,Oil,U547
Bumble and bumble,Travel Size Hairdresser's Invisible Oil Frizz Reducing Hair Oil,$24.00 ,4.7,528,https://www.ulta.com/p/travel-size-hairdressers-invisible-oil-frizz-reducing-hair-oil-xlsImpprod16451026?sku=2516138,Oil,U548
Kitsch,Rosemary Hair & Scalp Strengthening Oil,$19.00 ,4.6,238,https://www.ulta.com/p/rosemary-hair-scalp-strengthening-oil-pimprod2044020?sku=2621156,Oil,U549
Paul Mitchell,Awapuhi Wild Ginger Styling Treatment Oil,$36.00 - $41.00 ,4.6,152,https://www.ulta.com/p/awapuhi-wild-ginger-styling-treatment-oil-pimprod2041445?sku=2614254,Oil,U550
PATTERN,Jojoba Oil Blend,$28.00 ,4.6,1435,https://www.ulta.com/p/jojoba-oil-blend-pimprod2009736?sku=2552748,Oil,U551
OGX,Coconut Miracle Oil Penetrating Oil,$10.69 ,4.6,885,https://www.ulta.com/p/coconut-miracle-oil-penetrating-oil-xlsImpprod14071348?sku=2302495,Oil,U552
Carol's Daughter,Goddess Strength 7 Oil Blend Hair & Scalp Oil,$12.99 ,4.6,1173,https://www.ulta.com/p/goddess-strength-7-oil-blend-hair-scalp-oil-pimprod2019968?sku=2572927,Oil,U553
Chi,Argan Oil Plus Moringa Oil,$29.50 ,4.7,187,https://www.ulta.com/p/argan-oil-plus-moringa-oil-xlsImpprod11061044?sku=2277414,Oil,U554
Matrix,A Curl Can Dream Lightweight Oil,$25.00 ,4.5,215,https://www.ulta.com/p/a-curl-can-dream-lightweight-oil-pimprod2026756?sku=2586595,Oil,U555
KRISTIN ESS HAIR,Anytime Anywhere Scalp + Hair Milk Oil,$18.00 ,4.6,288,https://www.ulta.com/p/anytime-anywhere-scalp-hair-milk-oil-pimprod2043456?sku=2617332,Oil,U556
PATTERN,Argan Oil Blend,$28.00 ,4.6,1090,https://www.ulta.com/p/argan-oil-blend-pimprod2009737?sku=2552752,Oil,U557
FEKKAI,Super Strength+ Everstrong Bonding Oil,$30.00 ,4.7,128,https://www.ulta.com/p/super-strength-everstrong-bonding-oil-pimprod2034430?sku=2600785,Oil,U558
SheaMoisture,Coconut & Hibiscus Smooth & Shine Oil,$12.99 ,4.7,829,https://www.ulta.com/p/coconut-hibiscus-smooth-shine-oil-pimprod2044657?sku=2620669,Oil,U559
Chi,Vibes Start To Finish Balm To Oil Primer & Finisher,$22.00 ,4.7,183,https://www.ulta.com/p/vibes-start-finish-balm-oil-primer-finisher-pimprod2038230?sku=2608254,Oil,U560
SheaMoisture,Manuka Honey & Yogurt Strengthen & Protect Oil,$12.99 ,4.5,809,https://www.ulta.com/p/manuka-honey-yogurt-strengthen-protect-oil-pimprod2044656?sku=2620668,Oil,U561
SheaMoisture,Manuka Honey & Mafura Oil Ultra Moisture & Nourish Oil,$12.99 ,4.6,832,https://www.ulta.com/p/manuka-honey-mafura-oil-ultra-moisture-nourish-oil-pimprod2044655?sku=2620667,Oil,U562
FEKKAI,Blonde Rx Brightening Oil Vitamin C Elixir,$30.00 ,4.6,148,https://www.ulta.com/p/blonde-rx-brightening-oil-vitamin-c-elixir-pimprod2034425?sku=2600780,Oil,U563
